"complex_id","apartment_address","apartment_seller","apartment_seller_tel","apartment_selling_type","apartment_building_type","apartment_ready_date","official_offer","apartment_type","apartment_total_area","apartment_living_area","apartment_kitchen_area","apartment_floor_number","apartment_floor_total","apartment_has_service_elevator","apartment_has_pass_elevator","apartment_has_balkony","apartment_has_loggia","apartment_closest_metro","apartment_closest_metro_dist_time","apartment_closest_metro_dist_type","apartment_price_meter","apartment_price","apartment_link"
"5167","Ленинградская область, Всеволожский район, пос. Мурино, ул. Шувалова, 7","ID:11679904","+7 911 925-79...","новостройка","кирпичный"," 2 кв. 2016 года",FALSE,"1-комнатная",30,25,NA,2,12,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,73333,2200000,"http://spb.cian.ru/sale/flat/146304964/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,14.1,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",93600,2340000,"http://spb.cian.ru/sale/flat/145003098/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",26,14.1,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",93077,2420000,"http://spb.cian.ru/sale/flat/144385171/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",26,14.1,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",94231,2450000,"http://spb.cian.ru/sale/flat/140451430/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",26,15,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",94231,2450000,"http://spb.cian.ru/sale/flat/139049236/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,14,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",96000,2400000,"http://spb.cian.ru/sale/flat/146878430/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",26,15,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",94231,2450000,"http://spb.cian.ru/sale/flat/139049237/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",26,14.2,5.1,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",94231,2450000,"http://spb.cian.ru/sale/flat/139049255/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,14.3,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",99200,2480000,"http://spb.cian.ru/sale/flat/142168007/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",26,14.2,5.1,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",96154,2500000,"http://spb.cian.ru/sale/flat/139049189/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,14.1,5.1,NA,NA,TRUE,TRUE,TRUE,FALSE,"Девяткино","15","пешком",101200,2530000,"http://spb.cian.ru/sale/flat/142168006/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,14.1,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",101600,2540000,"http://spb.cian.ru/sale/flat/141558235/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",26,14.3,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",98077,2550000,"http://spb.cian.ru/sale/flat/139049290/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,13.7,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",102000,2550000,"http://spb.cian.ru/sale/flat/139049289/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",26,14.2,5.2,NA,NA,TRUE,TRUE,TRUE,FALSE,"Девяткино","15","пешком",99231,2580000,"http://spb.cian.ru/sale/flat/141015967/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,14.1,5.1,NA,NA,TRUE,TRUE,TRUE,FALSE,"Девяткино","15","пешком",104000,2600000,"http://spb.cian.ru/sale/flat/139049224/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,14,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",104000,2600000,"http://spb.cian.ru/sale/flat/139049095/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",25,14.1,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",106000,2650000,"http://spb.cian.ru/sale/flat/139049196/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",29,17.1,5.2,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",94483,2740000,"http://spb.cian.ru/sale/flat/139049220/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",29,13.9,5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",96552,2800000,"http://spb.cian.ru/sale/flat/139049245/"
"5167","Ленинградская область, Всеволожский район, пос. Мурино, бул. Воронцовский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",37,17.2,10.5,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",79730,2950000,"http://spb.cian.ru/sale/flat/146879332/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",35,19.7,5,NA,NA,TRUE,TRUE,TRUE,FALSE,"Девяткино","15","пешком",85714,3000000,"http://spb.cian.ru/sale/flat/139049246/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",34,18.6,5,NA,NA,TRUE,TRUE,TRUE,FALSE,"Девяткино","15","пешком",89706,3050000,"http://spb.cian.ru/sale/flat/141015969/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",35,18.7,5,NA,NA,TRUE,TRUE,TRUE,FALSE,"Девяткино","15","пешком",87143,3050000,"http://spb.cian.ru/sale/flat/139049244/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",32,15.5,9.1,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",99688,3190000,"http://spb.cian.ru/sale/flat/139049183/"
"5167","Ленинградская область, Всеволожский район, пос. Мурино, бул. Менделеева","КВАДРАТ","+7 911 038-91...","новостройка","кирпичный"," 3 кв. 2016 года",FALSE,"1-комнатная",36,17.7,10,22,22,TRUE,TRUE,FALSE,TRUE,"Девяткино","10","пешком",88889,3200000,"http://spb.cian.ru/sale/flat/144471603/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",34,17,10,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",95588,3250000,"http://spb.cian.ru/sale/flat/144244517/"
"5167","Ленинградская область, Всеволожский район, пос. Мурино, ул. Шувалова, 5","ID:10821936","+7 905 232-16...","вторичка","кирпично-монолитный",NA,FALSE,"1-комнатная",32,15.2,8.5,7,20,FALSE,FALSE,TRUE,FALSE,"Девяткино","10","пешком",103125,3300000,"http://spb.cian.ru/sale/flat/136575554/"
"5167","Ленинградская область, Всеволожский район, пос. Мурино, ул. Шувалова","Андрей Подов","+7 931 532-85...","новостройка","кирпично-монолитный","дом сдан",FALSE,"1-комнатная",37,17.2,10.1,21,22,TRUE,TRUE,TRUE,FALSE,"Девяткино","15","пешком",89189,3300000,"http://spb.cian.ru/sale/flat/139520747/"
"5167","Санкт-Петербург, пос. Мурино, район Красногвардейский","ID:6985894","+7 812 389-67...","новостройка",NA,NA,TRUE,"1-комнатная",35,17,10.2,NA,NA,TRUE,TRUE,FALSE,TRUE,"Девяткино","15","пешком",95714,3350000,"http://spb.cian.ru/sale/flat/144244518/"
"6969","Санкт-Петербург, район Московский, Московский просп., 115","ID:11432131","+7 812 389-69...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",29,19.3,1,9,12,FALSE,FALSE,TRUE,FALSE,"Московские ворота","6","пешком",145517,4220000,"http://spb.cian.ru/sale/flat/50196778/"
"6969","Санкт-Петербург, район Московский, Московский просп., 115","ID:11432131","+7 812 389-69...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",29,19.2,1,10,12,FALSE,FALSE,TRUE,FALSE,"Московские ворота","6","пешком",149655,4340000,"http://spb.cian.ru/sale/flat/50196634/"
"6969","Санкт-Петербург, район Московский, Московский просп., 115","ID:11432131","+7 812 389-69...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",52,19.9,19.6,9,12,FALSE,FALSE,TRUE,FALSE,"Московские ворота","6","пешком",123654,6430000,"http://spb.cian.ru/sale/flat/50196739/"
"6969","Санкт-Петербург, район Московский, Московский просп., 115","ID:11432131","+7 812 389-69...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",30,19.1,1,10,12,FALSE,FALSE,TRUE,FALSE,"Московские ворота","6","пешком",148667,4460000,"http://spb.cian.ru/sale/flat/50196640/"
"6969","Санкт-Петербург, район Московский, Заставская ул., 33Ж","ID:10805280","+7 906 269-34...","новостройка","кирпично-монолитный"," 2016 год",FALSE,"1-комнатная",41,16,10,4,14,FALSE,TRUE,FALSE,TRUE,"Московские ворота","5","пешком",118049,4840000,"http://spb.cian.ru/sale/flat/142320293/"
"6969","Санкт-Петербург, район Московский, Заставская ул., 33Ж","ID:11241706","+7 812 448-61...","новостройка","кирпично-монолитный"," 2016 год",FALSE,"1-комнатная",40,16.5,NA,7,14,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",130000,5200000,"http://spb.cian.ru/sale/flat/49085231/"
"6969","Санкт-Петербург, район Московский, Заставская ул., 33Ж","ID:10788120","+7 812 322-52...","новостройка","кирпично-монолитный"," 2016 год",FALSE,"1-комнатная",42,17.3,12,5,14,FALSE,TRUE,FALSE,TRUE,"Московские ворота","5","пешком",133333,5600000,"http://spb.cian.ru/sale/flat/146356224/"
"6969","Санкт-Петербург, район Московский, Московский просп., 115","ID:11432131","+7 812 389-69...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",29,19.3,1,12,12,FALSE,FALSE,TRUE,FALSE,"Московские ворота","6","пешком",151379,4390000,"http://spb.cian.ru/sale/flat/50196646/"
"6969","Санкт-Петербург, район Московский, Московский просп., 115","ID:11432131","+7 812 389-69...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",30,19.1,1,11,12,FALSE,FALSE,TRUE,FALSE,"Московские ворота","6","пешком",150333,4510000,"http://spb.cian.ru/sale/flat/50196787/"
"6969","Санкт-Петербург, район Московский, Московский просп., 115","ID:11432131","+7 812 389-69...","новостройка","кирпично-монолитный"," 2016 год",TRUE,"1-комнатная",30,19.1,1,12,12,FALSE,FALSE,TRUE,FALSE,"Московские ворота","6","пешком",152333,4570000,"http://spb.cian.ru/sale/flat/50196643/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",38,14.7,8.9,13,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",119211,4530000,"http://spb.cian.ru/sale/flat/146558534/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",43,14.3,15.4,2,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",106977,4600000,"http://spb.cian.ru/sale/flat/144882142/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",47,16.5,18.5,2,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",101277,4760000,"http://spb.cian.ru/sale/flat/144882111/"
"6969","Санкт-Петербург, район Московский, Рощинская ул.","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2016 год",FALSE,"1-комнатная",37,16.2,10.1,9,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",130270,4820000,"http://spb.cian.ru/sale/flat/144882436/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",43,14.3,15.4,7,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",112093,4820000,"http://spb.cian.ru/sale/flat/144882163/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",45,14.8,15.5,2,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",107333,4830000,"http://spb.cian.ru/sale/flat/144882141/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",47,16.5,17.5,4,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",102766,4830000,"http://spb.cian.ru/sale/flat/144882115/"
"6969","Санкт-Петербург, район Московский, Рощинская ул.","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2016 год",FALSE,"1-комнатная",36,16.2,9.8,12,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",135000,4860000,"http://spb.cian.ru/sale/flat/144882469/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",47,16.5,17.5,5,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",103617,4870000,"http://spb.cian.ru/sale/flat/144882116/"
"6969","Санкт-Петербург, район Московский, Рощинская ул.","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2016 год",FALSE,"1-комнатная",36,16.2,9.8,13,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",135833,4890000,"http://spb.cian.ru/sale/flat/144882480/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",45,14.8,15.2,4,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",108667,4890000,"http://spb.cian.ru/sale/flat/144882153/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",45,14.8,15.2,3,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",108667,4890000,"http://spb.cian.ru/sale/flat/144882147/"
"6969","Санкт-Петербург, район Московский, ул. Глеба Успенского","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2017 год",FALSE,"1-комнатная",47,16.5,17.5,6,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",104468,4910000,"http://spb.cian.ru/sale/flat/144882117/"
"6969","Санкт-Петербург, район Московский, Рощинская ул.","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2016 год",FALSE,"1-комнатная",41,16,11.1,9,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",119756,4910000,"http://spb.cian.ru/sale/flat/144882623/"
"6969","Санкт-Петербург, район Московский, Рощинская ул.","ЛенСпецСМУ","+7 812 602-90...","новостройка","кирпично-монолитный"," 2016 год",FALSE,"1-комнатная",43,18.2,11,3,20,FALSE,TRUE,TRUE,FALSE,"Московские ворота","5","пешком",114186,4910000,"http://spb.cian.ru/sale/flat/144882297/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.4,10.1,7,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",63000,2520000,"http://spb.cian.ru/sale/flat/145882191/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.4,10.1,8,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",63000,2520000,"http://spb.cian.ru/sale/flat/145882300/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.4,10.1,8,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",63000,2520000,"http://spb.cian.ru/sale/flat/145882193/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,10,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145076303/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,11,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145882265/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,12,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145515536/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,9,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145076353/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,11,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145075999/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,10,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145075998/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп., 171А","ID:12346311","+7 812 409-46...","новостройка","панельный"," 4 кв. 2018 года",FALSE,"1-комнатная",40,16.6,10.3,12,25,TRUE,TRUE,FALSE,TRUE,"Академическая","15","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/146713142/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,12,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145515537/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,13,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145076274/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,12,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145076295/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,10,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145075987/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,13,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145075989/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,11,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145075988/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,13,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/145076005/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,14,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",65000,2600000,"http://spb.cian.ru/sale/flat/145076464/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,15,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",65000,2600000,"http://spb.cian.ru/sale/flat/145076264/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,16,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",65000,2600000,"http://spb.cian.ru/sale/flat/145076010/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,16,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",65000,2600000,"http://spb.cian.ru/sale/flat/145076265/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,14,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",65000,2600000,"http://spb.cian.ru/sale/flat/145075991/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,14,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",65000,2600000,"http://spb.cian.ru/sale/flat/145076007/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,15,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",65000,2600000,"http://spb.cian.ru/sale/flat/145075992/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,19,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",66000,2640000,"http://spb.cian.ru/sale/flat/146022620/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",39,16.4,10.1,1,25,FALSE,TRUE,FALSE,FALSE,"Академическая","10","на транспорте",60256,2350000,"http://spb.cian.ru/sale/flat/145076419/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.4,10.1,2,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",62000,2480000,"http://spb.cian.ru/sale/flat/145076347/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:10628783","+7 812 612-28...","новостройка","панельный",NA,FALSE,"1-комнатная",40,16.6,10.3,10,25,TRUE,TRUE,TRUE,FALSE,"Гражданский проспект","10","на транспорте",64000,2560000,"http://spb.cian.ru/sale/flat/144276419/"
"8718","Санкт-Петербург, район Красногвардейский, дор. Муринская","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,9.8,25,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",66000,2640000,"http://spb.cian.ru/sale/flat/147073857/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,9.8,22,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",66250,2650000,"http://spb.cian.ru/sale/flat/145075984/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",39,16.4,10.1,1,25,FALSE,TRUE,FALSE,FALSE,"Академическая","10","на транспорте",60256,2350000,"http://spb.cian.ru/sale/flat/145076346/"
"8718","Санкт-Петербург, район Красногвардейский, Пискаревский просп.","ID:12325973","+7 812 602-90...","новостройка","панельный"," 2018 год",TRUE,"1-комнатная",40,16.6,10.3,16,25,FALSE,TRUE,FALSE,TRUE,"Академическая","10","на транспорте",65000,2600000,"http://spb.cian.ru/sale/flat/145075993/"
